message,label
@epcotx @TwitBotNews  @Gmoney52 TY 4 the #folfriday recommendations! You're what Twitter is all about! Cheers!  (Thank-You Again!!) Gmoney,0
IM BORED AND TRYING TO STARVE OFF MY CRIPPLING DEPRESSION BY MAKING U DO THIS BUT ALSO U ONLY HAVE TO DO LIKE ONE,1
@codywatkins you might be the only guy I know that has seen the entire series of the OC and is workin on a second time. FIND A NEW SHOW ,0
sleeping in my own bed for once. ahhhhhmazing feeling. ,0
Watching Goofy the Movei ,0
"Congrats Kayl/Teiteng 05 up to a better level  sorry for my man he only payed 5 m, a foot on the face and we spend all night at hospital",0
@DeltaNC Heheh deleted it in order to avoid starting another debate  - talk later OK  ... see http://annesudevos.blogspot.com/ 4 clues !,0
"Reminiscing those past months. I can't imagine kung pano ko nalabanan yung anxiety/depression ko, I can't imagine that i survived. God is always on your side no matter what <Emoji: Up pointing index (light skin tone)><Emoji: Person with folded hands (light skin tone)>",1
After witnessing so much injustice and suffering eventually that leads to depression,1
I am now Vice President of Social and Cultural Affairs at Southwestern College ,0
@meofthesea It's how depression works for a lot of ppl :(,1
i am going to sleep. just created an account here ,0
trying to get higher paw points in pet society ,0
" I have a mental health illness called Depression it basically means I'm sad a lot and it's hard to get better, especially due to this lockdown",1
@damjanov aww hehe.. drop us a line when you are up here again ,0
@dougiemcfly please please PLEASE say hey to @elliemcfly she loves you! pleaseee!  x,0
talkin to my man ,0
 I'm ready to work on your design whenever you are A369,0
More than 1 in 20 US children and teens have anxiety or depression  https://www.sciencedaily.com/releases/2018/04/180424184119.htmÂ â¦,1
"Forms, even ",0
#NAME?,1
"home alone, shaweeeeeeeet ",0
@JustcallmeMac Morning Kerstin  It's raining and arthritis is a bitch...*L*,0
"@Anishaflower THANK YOU! My feet and legs are aching, but that comment eases the pain. ",0
such a goood moood !! ,0
Finally turning in for the night. Busy day tomorrow. Domo comes home! ,0
Does ANYONE have any audio from last nights show? BIG REWARD IF YOU DO!!! ,0
"twas my last day of uni today, for a while anyway. am now relaxing with heatbean, tea and tommy playing piano for me ",0
I watched the Jurassic Park Trilogy during this lockdown and now I am nostalgic and optimistic too. Come at me @ depression.,1
@ChArDaLiCiOuZ sige ingat goodnight ,0
@katieseymour i'll be in Seattle tonight! It would be cool to bump into you! havent seen you in a while! ,0
@BryanGwin i can see that. haha  and wait. I checked your band's myspace page and i got to stay. your music is definitely awesome. (:,0
god why do i have reverse seasonal depression i get worse when it starts getting warmer also the pandemic is doing nothing to help https://twitter.com/j_conl/status/988909063227543554Â â¦,1
"I gotta say, so far I'm really diggin' Hulu Desktop. It makes me want to hook up my computer to my TV again ",0
"Two things I love, like possible actually love, right now 1) My hair. 2)Re-watching My So-Called Life. ",0
British Expats Twitt Tommy and the Giant Sprout: Especially for Fly  as part of sprout sea.. http://tinyurl.com/c7kvb6,0
@gabyruiz1 no ur not a bad friend but yeah we should hang out on friday  wait who's going to samo?,0
Onibus com personagem do Tim Burton ,0
my festival depression is so real rn pandemic is hitting me hard,1
@KimKardashian @SamTheGreat_ You also need to reread Kim's post. She didn't say her husband was mentally ill. She said mental illness is no joke. As people who assume he's mentally ill for using his own mind are making jokes about it. I have mental illness. Depression and anxiety. It's no joke.,1
"@macitout and recording music here with Nona Hendryx of Labelle. Hit me back sometime. Hope to talk to you soon. Best, Alex ",0
@AnimeEyedGirl Shes's literally my female equal as far as depression and anxiety.She is adorable af though.,1
English Breakfast in the sun  Keep having to remind myself I'm not  on holiday.  Breakfast then beach ,0
@EmilyMarieox shit? ,0
@fischface : I'm a good young act(ress) in her 20's-30's looking to be in a well budgeted indie horror film. I'd love to be kept in mind  ,0
"bout to make a track wid the cuzin nikko, watch out b.e.t imma be on my way  lol imma beast!!!!!",0
@BreeHoyes Yeah season 4 ain't even available on netty yet. D and I are halfway through season 3 and I swear this show induced a specific type of depression.,1
so when i said today got way better..it just got THAT MUCH better. yay RAIN  too bad PT wasn't in the rain though.,0
Anyways enough depression shit that no one cares about  pic.twitter.com/ST2Idyeig9,1
"How you're brought up and your personality may make you feel like being paranoid is a normal thing, but it may get you in to depression...",1
@girlziplocked I hear soul cycle can get rid of depression! (Just kidding please don't block me! I am totally on your side on this one),1
"Mom's depression tied to kids' emotional, intellectual development â Reuters -  http://mommytimes.org/feeds/items/moms-depression-tied-to-kids-emotional-intellectual-development-reuters/Â â¦",1
@neondeception ur avatar is so cute  im trying to set this blog thing up and see what its all about lol,0
Is going to lunch with the hubby ,0
i used so much hairspray today that its exactly the same it was 5 hrs ago  MORE HAIRSPRAY THN I USED AT SWAY SWAY FILMING ON EVERYONE! lol,0
"Walking home from school and I look like a loner, funny day at school today ",0
@trent_reznor   That's truly excellent ,0
#selegiline dosage for depression  https://goo.gl/uZtvkdÂ  emsam weight gain,1
Depression and anxiety is so real !#Depression #anxiety,1
About that time to smoke some weed and take a depression nap during this lockdown #Pandemic,1
